date,amount,category,description,is_expense
2026-04-10,1859.73,Marketing,Kopi Maju Enterprise — Marketing (Apr 2026),True
2026-04-10,2019.27,Supplies,Kopi Maju Enterprise — Supplies (Apr 2026),True
2026-04-13,2456.04,Supplies,Kopi Maju Enterprise — Supplies (Apr 2026),True
2026-04-14,6446.7,Services - Digital,Kopi Maju Enterprise — Services - Digital (Apr 2026),False
2026-04-14,1853.92,Marketing,Kopi Maju Enterprise — Marketing (Apr 2026),True
2026-04-15,2360.81,Payroll,Kopi Maju Enterprise — Payroll (Apr 2026),True
2026-04-15,2057.01,Marketing,Kopi Maju Enterprise — Marketing (Apr 2026),True
2026-04-17,5300.29,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (Apr 2026),False
2026-04-18,5700.76,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (Apr 2026),False
2026-04-19,1906.13,Supplies,Kopi Maju Enterprise — Supplies (Apr 2026),True
2026-04-19,2012.74,Supplies,Kopi Maju Enterprise — Supplies (Apr 2026),True
2026-04-20,5285.26,Services - Digital,Kopi Maju Enterprise — Services - Digital (Apr 2026),False
2026-04-20,5361.32,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (Apr 2026),False
2026-04-20,2432.59,Digital / Software,Kopi Maju Enterprise — Digital / Software (Apr 2026),True
2026-04-20,5695.57,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (Apr 2026),False
2026-04-20,2309.4,Equipment,Kopi Maju Enterprise — Equipment (Apr 2026),True
2026-04-21,2044.02,Digital / Software,Kopi Maju Enterprise — Digital / Software (Apr 2026),True
2026-04-24,1890.68,Supplies,Kopi Maju Enterprise — Supplies (Apr 2026),True
2026-04-25,5983.23,Services - Digital,Kopi Maju Enterprise — Services - Digital (Apr 2026),False
2026-04-25,2007.72,Utilities,Kopi Maju Enterprise — Utilities (Apr 2026),True
2026-04-25,5347.76,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (Apr 2026),False
2026-04-26,5532.9,Services - Digital,Kopi Maju Enterprise — Services - Digital (Apr 2026),False
2026-04-28,2280.56,Logistics,Kopi Maju Enterprise — Logistics (Apr 2026),True
2026-04-30,2015.39,Logistics,Kopi Maju Enterprise — Logistics (Apr 2026),True
2026-05-02,1832.18,Digital / Software,Kopi Maju Enterprise — Digital / Software (May 2026),True
2026-05-03,5576.07,Services - Digital,Kopi Maju Enterprise — Services - Digital (May 2026),False
2026-05-04,2196.91,Logistics,Kopi Maju Enterprise — Logistics (May 2026),True
2026-05-06,5471.16,Services - Digital,Kopi Maju Enterprise — Services - Digital (May 2026),False
2026-05-06,2405.91,Digital / Software,Kopi Maju Enterprise — Digital / Software (May 2026),True
2026-05-09,5440.68,Services - Digital,Kopi Maju Enterprise — Services - Digital (May 2026),False
2026-05-10,1990.06,Payroll,Kopi Maju Enterprise — Payroll (May 2026),True
2026-05-11,2097.02,Supplies,Kopi Maju Enterprise — Supplies (May 2026),True
2026-05-11,1853.82,Equipment,Kopi Maju Enterprise — Equipment (May 2026),True
2026-05-11,6405.55,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (May 2026),False
2026-05-12,6433.94,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (May 2026),False
2026-05-13,2198.83,Logistics,Kopi Maju Enterprise — Logistics (May 2026),True
2026-05-14,5980.99,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (May 2026),False
2026-05-14,5159.8,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (May 2026),False
2026-05-14,2115.95,Logistics,Kopi Maju Enterprise — Logistics (May 2026),True
2026-05-15,1962.31,Equipment,Kopi Maju Enterprise — Equipment (May 2026),True
2026-05-15,5538.87,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (May 2026),False
2026-05-16,6441.16,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (May 2026),False
2026-05-16,2073.53,Logistics,Kopi Maju Enterprise — Logistics (May 2026),True
2026-05-16,5684.84,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (May 2026),False
2026-05-18,2202.47,Marketing,Kopi Maju Enterprise — Marketing (May 2026),True
2026-05-19,5291.5,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (May 2026),False
2026-05-21,5974.57,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (May 2026),False
2026-05-22,2323.52,Logistics,Kopi Maju Enterprise — Logistics (May 2026),True
2026-05-22,2161.63,Digital / Software,Kopi Maju Enterprise — Digital / Software (May 2026),True
2026-05-23,2010.47,Equipment,Kopi Maju Enterprise — Equipment (May 2026),True
2026-05-25,2286.3,Utilities,Kopi Maju Enterprise — Utilities (May 2026),True
2026-05-27,2385.55,Logistics,Kopi Maju Enterprise — Logistics (May 2026),True
2026-05-27,6235.3,Services - Digital,Kopi Maju Enterprise — Services - Digital (May 2026),False
2026-05-28,2343.78,Digital / Software,Kopi Maju Enterprise — Digital / Software (May 2026),True
2026-05-30,6356.5,Services - Digital,Kopi Maju Enterprise — Services - Digital (May 2026),False
2026-05-31,2096.12,Supplies,Kopi Maju Enterprise — Supplies (May 2026),True
2026-06-05,5423.52,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (Jun 2026),False
2026-06-07,1984.96,Logistics,Kopi Maju Enterprise — Logistics (Jun 2026),True
2026-06-08,2203.25,Digital / Software,Kopi Maju Enterprise — Digital / Software (Jun 2026),True
2026-06-08,2076.58,Marketing,Kopi Maju Enterprise — Marketing (Jun 2026),True
2026-06-10,5487.11,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (Jun 2026),False
2026-06-10,5539.44,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (Jun 2026),False
2026-06-11,2511.94,Payroll,Kopi Maju Enterprise — Payroll (Jun 2026),True
2026-06-11,2354.27,Utilities,Kopi Maju Enterprise — Utilities (Jun 2026),True
2026-06-12,6151.95,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (Jun 2026),False
2026-06-13,2158.73,Logistics,Kopi Maju Enterprise — Logistics (Jun 2026),True
2026-06-13,2031.95,Utilities,Kopi Maju Enterprise — Utilities (Jun 2026),True
2026-06-14,1978.76,Supplies,Kopi Maju Enterprise — Supplies (Jun 2026),True
2026-06-15,6295.47,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (Jun 2026),False
2026-06-15,2441.73,Logistics,Kopi Maju Enterprise — Logistics (Jun 2026),True
2026-06-16,6258.0,Services - Digital,Kopi Maju Enterprise — Services - Digital (Jun 2026),False
2026-06-16,6954.6,Services - Digital,Kopi Maju Enterprise — Services - Digital (Jun 2026),False
2026-06-18,2089.13,Digital / Software,Kopi Maju Enterprise — Digital / Software (Jun 2026),True
2026-06-18,2153.74,Equipment,Kopi Maju Enterprise — Equipment (Jun 2026),True
2026-06-18,6491.17,Services - Digital,Kopi Maju Enterprise — Services - Digital (Jun 2026),False
2026-06-19,2351.37,Payroll,Kopi Maju Enterprise — Payroll (Jun 2026),True
2026-06-19,6946.23,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (Jun 2026),False
2026-06-19,6871.13,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (Jun 2026),False
2026-06-22,5323.87,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (Jun 2026),False
2026-06-23,2502.36,Logistics,Kopi Maju Enterprise — Logistics (Jun 2026),True
2026-06-24,5795.78,Sales - Retail,Kopi Maju Enterprise — Sales - Retail (Jun 2026),False
2026-06-25,1891.73,Digital / Software,Kopi Maju Enterprise — Digital / Software (Jun 2026),True
2026-06-25,2186.17,Logistics,Kopi Maju Enterprise — Logistics (Jun 2026),True
2026-06-27,6772.75,Services - Digital,Kopi Maju Enterprise — Services - Digital (Jun 2026),False
2026-06-28,2313.03,Logistics,Kopi Maju Enterprise — Logistics (Jun 2026),True
2026-06-28,6189.42,Sales - Wholesale,Kopi Maju Enterprise — Sales - Wholesale (Jun 2026),False
2026-06-28,2196.42,Payroll,Kopi Maju Enterprise — Payroll (Jun 2026),True
2026-06-30,1958.04,Supplies,Kopi Maju Enterprise — Supplies (Jun 2026),True
